order_id,order_value_inr,region,session_duration_sec
O1038739,1325,East,8
O1038740,395,North,7
O1038741,603,North,35
O1038742,514,East,135
O1038743,303,East,54
O1038744,241,North,16
O1038745,411,East,14
O1038746,1054,South,5
O1038747,331,East,5
O1038748,523,South,42
O1038749,355,North,13
O1038750,451,North,18
O1038751,714,West,83
O1038752,427,North,9
O1038753,297,West,41
O1038754,901,North,17
O1038755,298,South,76
O1038756,566,West,78
O1038757,191,North,20
O1038758,767,South,68
O1038759,1484,South,53
O1038760,398,South,39
O1038761,242,South,50
O1038762,592,North,37
O1038763,422,South,44
O1038764,1177,South,12
O1038765,299,North,21
O1038766,207,North,100
O1038767,470,East,9
O1038768,540,East,57
O1038769,275,West,9
O1038770,652,West,81
O1038771,415,West,51
O1038772,352,North,111
O1038773,530,South,12
O1038774,349,South,8
O1038775,279,South,125
O1038776,180,South,173
O1038777,296,North,55
O1038778,1404,South,154
O1038779,411,North,13
O1038780,243,North,127
O1038781,760,East,127
O1038782,394,South,76
O1038783,467,West,185
O1038784,463,South,50
O1038785,848,West,31
O1038786,208,North,33
O1038787,837,North,14
O1038788,586,East,109
O1038789,419,East,46
O1038790,263,South,4
O1038791,357,North,28
O1038792,412,North,104
O1038793,997,North,5
O1038794,827,East,64
O1038795,332,West,50
O1038796,1102,West,8
O1038797,649,North,31
O1038798,511,East,29
O1038799,351,West,29
O1038800,302,East,10
O1038801,529,South,108
O1038802,489,North,6
O1038803,332,South,153
O1038804,704,South,23
O1038805,438,South,126
O1038806,497,South,114
O1038807,690,East,2
O1038808,610,South,39
O1038809,179,North,23
O1038810,591,North,73
O1038811,409,South,4
O1038812,323,West,21
O1038813,414,East,5
O1038814,346,North,23
O1038815,430,South,33
O1038816,399,North,22
O1038817,569,North,67
O1038818,188,East,57
O1038819,442,South,36
O1038820,398,North,11
O1038821,1244,West,21
O1038822,152,West,2
O1038823,640,South,50
O1038824,501,South,29
O1038825,592,East,50
O1038826,323,North,40
O1038827,473,West,33
O1038828,434,West,79
O1038829,2364,South,48
O1038830,346,South,87
O1038831,272,South,67
O1038832,1097,West,10
O1038833,479,South,7
O1038834,522,East,41
O1038835,709,East,174
O1038836,419,South,5
O1038837,327,West,4
O1038838,431,West,48
O1038839,265,North,273
O1038840,195,South,39
O1038841,265,South,81
O1038842,124,East,39
O1038843,336,South,38
O1038844,314,East,15
O1038845,546,South,58
O1038846,430,North,240
O1038847,376,West,42
O1038848,727,East,63
O1038849,327,North,135
O1038850,232,East,35
O1038851,114,North,40
O1038852,408,East,21
O1038853,393,North,22
O1038854,761,West,19
O1038855,261,South,44
O1038856,587,West,127
O1038857,117,East,41
O1038858,211,West,110
O1038859,489,West,137
O1038860,569,North,153
O1038861,176,North,36
O1038862,271,South,66
O1038863,413,West,12
O1038864,385,West,61
O1038865,530,South,2
O1038866,637,East,65
O1038867,213,East,25
O1038868,504,West,53
O1038869,282,West,6
O1038870,477,North,37
O1038871,319,South,63
O1038872,691,North,8
O1038873,541,South,24
O1038874,246,North,2
O1038875,174,South,5
O1038876,731,West,13
O1038877,283,East,151
O1038878,299,South,184
O1038879,585,South,16
O1038880,242,East,73
O1038881,446,West,79
O1038882,407,East,59
O1038883,387,West,55
O1038884,733,West,40
O1038885,509,North,13
O1038886,658,North,9
O1038887,356,West,28
O1038888,281,West,16
O1038889,678,South,97
O1038890,303,North,55
O1038891,429,North,75
O1038892,499,North,41
O1038893,275,North,7
O1038894,275,North,86
O1038895,352,North,56
O1038896,585,East,57
O1038897,480,North,20
O1038898,205,West,51
O1038899,1071,West,140
O1038900,488,East,29
O1038901,326,West,53
O1038902,374,North,8
O1038903,357,North,29
O1038904,335,South,175
O1038905,723,North,19
O1038906,1324,East,99
O1038907,312,West,143
O1038908,321,West,295
O1038909,386,South,33
O1038910,203,North,16
O1038911,525,East,45
O1038912,443,South,50
O1038913,435,East,104
O1038914,160,North,9
O1038915,130,South,33
O1038916,336,North,201
O1038917,562,East,240
O1038918,166,East,54
O1038919,631,South,49
O1038920,347,West,9
O1038921,267,South,187
O1038922,421,North,12
O1038923,211,South,2
O1038924,113,North,44
O1038925,737,West,64
O1038926,394,East,64
O1038927,281,North,102
O1038928,302,South,79
O1038929,274,West,14
O1038930,338,East,163
O1038931,381,North,14
O1038932,569,East,27
O1038933,285,East,53
O1038934,238,East,20
O1038935,309,West,18
O1038936,1383,North,61
O1038937,436,East,274
O1038938,493,East,17
O1038939,355,West,57
O1038940,960,East,50
O1038941,620,South,2
O1038942,240,North,3
O1038943,437,East,173
O1038944,332,West,77
O1038945,496,South,10
O1038946,664,East,26
O1038947,219,East,50
O1038948,483,West,76
O1038949,269,East,8
O1038950,819,South,2
O1038951,654,North,63
O1038952,149,South,50
O1038953,230,South,86
O1038954,206,South,10
O1038955,391,East,41
O1038956,469,North,79
O1038957,599,West,144
O1038958,357,South,64
O1038959,350,North,89
O1038960,465,North,4
O1038961,1949,South,2
O1038962,189,East,71
O1038963,158,North,35
O1038964,309,East,2
O1038965,282,North,29
O1038966,279,East,49
O1038967,401,East,121
O1038968,225,West,11
O1038969,300,East,147
O1038970,348,North,2
O1038971,352,West,30
O1038972,376,East,63
O1038973,374,North,9
O1038974,269,West,94
O1038975,355,West,199
O1038976,402,South,3
O1038977,652,South,2
O1038978,192,East,217
O1038979,408,West,14
O1038980,438,South,12
O1038981,442,East,19
O1038982,453,East,98
O1038983,209,South,2
O1038984,437,South,7
O1038985,425,South,96
O1038986,531,South,62
O1038987,371,South,53
O1038988,308,North,30
O1038989,666,West,7
O1038990,219,South,9
O1038991,203,South,13
O1038992,217,North,76
O1038993,480,West,4
O1038994,281,West,14
O1038995,382,West,38
O1038996,807,South,60
O1038997,224,East,10
O1038998,172,West,13
O1038999,611,North,14
O1039000,266,South,143
O1039001,225,South,71
O1039002,382,South,16
O1039003,367,East,186
O1039004,261,East,40
O1039005,534,North,53
O1039006,273,North,60
O1039007,267,North,67
O1039008,159,North,52
O1039009,118,North,30
O1039010,454,West,14
O1039011,208,West,38
O1039012,374,South,57
O1039013,1058,East,47
O1039014,509,West,51
O1039015,409,South,6
O1039016,499,East,15
O1039017,1186,West,65
O1039018,157,South,74
O1039019,377,North,17
O1039020,843,South,91
O1039021,471,East,53
O1039022,737,East,47
O1039023,295,West,114
O1039024,216,East,188
O1039025,1049,North,56
O1039026,419,West,22
O1039027,610,North,15
O1039028,629,East,23
O1039029,765,North,28
O1039030,467,North,129
O1039031,478,South,27
O1039032,517,North,141
O1039033,293,North,117
O1039034,682,North,42
O1039035,303,South,18
O1039036,701,North,39
O1039037,600,South,202
O1039038,134,North,19
O1039039,604,North,51
O1039040,453,West,3
O1039041,786,West,22
O1039042,959,South,142
O1039043,426,North,83
O1039044,482,East,159
O1039045,212,West,31
O1039046,371,North,127
O1039047,923,South,67
O1039048,404,South,117
O1039049,641,West,168
O1039050,399,West,77
O1039051,381,North,123
O1039052,538,East,54
O1039053,94,East,33
O1039054,486,South,10
O1039055,131,East,2
O1039056,387,West,17
O1039057,266,West,28
O1039058,226,South,23
O1039059,845,East,137
O1039060,706,East,16
O1039061,338,South,79
O1039062,1325,West,13
O1039063,663,North,132
O1039064,373,East,12
O1039065,157,North,204
O1039066,384,South,28
O1039067,294,West,113
O1039068,320,West,18
O1039069,496,South,65
O1039070,295,North,64
O1039071,781,South,61
O1039072,310,South,40
O1039073,242,North,166
O1039074,558,North,37
O1039075,398,South,65
O1039076,619,South,66
O1039077,439,East,62
O1039078,201,South,63
O1039079,470,South,17
O1039080,256,West,5
O1039081,434,West,195
O1039082,299,South,32
O1039083,364,West,45
O1039084,412,West,38
O1039085,582,North,35
O1039086,306,North,141
O1039087,100,West,21
O1039088,250,West,10
O1039089,431,South,5
O1039090,728,South,154
O1039091,469,East,59
O1039092,664,North,6
O1039093,437,East,48
O1039094,450,North,38
O1039095,357,North,198
O1039096,682,West,46
O1039097,919,South,199
O1039098,249,South,75
O1039099,451,East,73
O1039100,222,West,20
O1039101,931,North,7
O1039102,439,North,51
O1039103,399,East,37
O1039104,228,West,182
O1039105,360,West,13
O1039106,388,East,12
O1039107,236,South,12
O1039108,435,East,11
O1039109,263,South,23
O1039110,501,East,46
O1039111,246,North,120
O1039112,436,East,178
O1039113,366,South,111
O1039114,469,South,16
O1039115,438,North,38
O1039116,423,South,9
O1039117,279,East,65
O1039118,532,North,2
O1039119,466,North,27
O1039120,555,South,61
O1039121,398,South,84
O1039122,369,East,184
O1039123,243,North,85
O1039124,290,South,22
O1039125,318,West,61
O1039126,652,South,81
O1039127,217,North,89
O1039128,206,West,6
O1039129,389,South,88
O1039130,275,East,8
O1039131,333,West,62
O1039132,324,East,85
O1039133,294,West,131
O1039134,275,East,2
O1039135,253,West,130
O1039136,335,South,40
O1039137,194,West,116
O1039138,546,South,36
O1039139,259,East,14
O1039140,506,North,40
O1039141,290,South,72
O1039142,678,South,162
O1039143,412,West,50
O1039144,235,East,50
O1039145,1407,South,16
O1039146,327,West,86
O1039147,305,West,16
O1039148,316,East,44
O1039149,492,West,13
O1039150,195,West,44
O1039151,432,North,59
O1039152,174,South,95
O1039153,389,North,92
O1039154,709,South,50
O1039155,306,South,68
O1039156,629,East,168
O1039157,175,West,66
O1039158,296,South,21
O1039159,219,South,130
O1039160,1047,West,56
O1039161,329,South,2
O1039162,291,West,347
O1039163,355,West,13
O1039164,405,South,17
O1039165,335,West,91
O1039166,222,East,78
O1039167,792,West,30
O1039168,695,North,74
O1039169,477,East,73
O1039170,464,West,131
O1039171,449,North,213
O1039172,321,North,8
O1039173,304,North,17
O1039174,895,South,15
O1039175,551,West,102
O1039176,207,South,78
O1039177,322,North,8
O1039178,515,North,16
O1039179,485,South,45
O1039180,525,West,40
O1039181,192,North,369
O1039182,473,East,60
O1039183,705,West,9
O1039184,190,South,119
O1039185,963,East,12
O1039186,476,South,23
O1039187,426,East,30
O1039188,251,South,149
O1039189,293,West,5
O1039190,334,West,35
O1039191,198,East,12
O1039192,345,South,68
O1039193,258,East,32
O1039194,568,North,10
O1039195,88,South,132
O1039196,357,South,24
O1039197,249,South,100
O1039198,404,North,5
O1039199,1309,South,63
O1039200,932,West,21
O1039201,315,East,76
O1039202,368,North,70
O1039203,265,East,209
O1039204,374,West,18
O1039205,583,South,22
O1039206,209,South,19
O1039207,883,South,9
O1039208,637,North,143
O1039209,624,North,57
O1039210,488,North,45
O1039211,257,South,212
O1039212,669,North,47
O1039213,344,West,83
O1039214,173,East,178
O1039215,420,South,54
O1039216,226,South,8
O1039217,298,West,112
O1039218,574,South,6
O1039219,380,North,176
O1039220,396,South,36
O1039221,724,North,70
O1039222,131,South,113
O1039223,708,South,11
O1039224,434,North,24
O1039225,390,North,66
O1039226,396,West,100
O1039227,556,South,34
O1039228,674,West,110
O1039229,358,South,340
O1039230,377,South,82
O1039231,547,North,35
O1039232,141,West,37
O1039233,384,South,78
O1039234,518,West,178
O1039235,315,East,30
O1039236,271,South,21
O1039237,374,East,4
O1039238,301,North,20
O1039239,357,North,15
O1039240,319,South,47
O1039241,881,North,71
O1039242,228,West,58
O1039243,612,South,4
O1039244,301,East,72
O1039245,475,West,90
O1039246,558,North,40
O1039247,867,East,76
O1039248,491,North,82
O1039249,331,West,22
O1039250,417,West,2
O1039251,1053,North,19
O1039252,438,North,4
O1039253,210,South,18
O1039254,333,West,22
O1039255,329,North,20
O1039256,581,South,206
O1039257,219,East,6
O1039258,313,East,52
O1039259,449,South,53
O1039260,351,North,22
O1039261,422,West,97
O1039262,434,South,12
O1039263,449,West,13
O1039264,254,South,44
O1039265,601,North,58
O1039266,309,South,8
O1039267,401,South,37
O1039268,220,North,28
O1039269,412,South,100
O1039270,444,North,16
O1039271,411,West,14
O1039272,273,West,227
O1039273,709,South,54
O1039274,540,West,41
O1039275,376,North,14
O1039276,375,North,108
O1039277,279,South,6
O1039278,295,North,7
O1039279,836,North,22
O1039280,337,East,40
O1039281,1607,West,178
O1039282,226,South,189
O1039283,485,East,9
O1039284,452,North,33
O1039285,411,East,23
O1039286,182,East,9
O1039287,203,West,57
O1039288,445,North,63
O1039289,242,West,26
O1039290,738,North,35
O1039291,361,South,93
O1039292,458,North,4
O1039293,395,West,159
O1039294,390,West,128
O1039295,863,West,15
O1039296,694,North,34
O1039297,436,South,10
O1039298,565,South,16
O1039299,725,West,77
O1039300,299,East,86
O1039301,185,East,79
O1039302,532,South,4
O1039303,752,West,8
O1039304,171,East,63
O1039305,298,South,46
O1039306,358,South,31
O1039307,247,North,67
O1039308,375,South,137
O1039309,231,North,16
O1039310,344,East,86
O1039311,572,West,16
O1039312,143,West,27
O1039313,239,West,73
O1039314,813,North,155
O1039315,267,South,131
O1039316,110,East,12
O1039317,439,East,24
O1039318,389,West,17
O1039319,434,North,10
O1039320,415,South,4
O1039321,762,North,79
O1039322,284,East,19
O1039323,385,North,42
O1039324,325,East,11
O1039325,566,East,130
O1039326,595,North,2
O1039327,486,North,25
O1039328,1184,South,116
O1039329,532,East,28
O1039330,756,North,101
O1039331,259,North,6
O1039332,285,North,14
O1039333,1086,North,47
O1039334,205,South,101
O1039335,592,North,10
O1039336,768,North,93
O1039337,726,East,161
O1039338,182,East,2
O1039339,339,North,16
O1039340,551,South,8
O1039341,585,South,8
O1039342,402,West,87
O1039343,285,South,12
O1039344,352,South,31
O1039345,296,North,79
O1039346,217,West,2
O1039347,347,West,226
O1039348,1017,West,14
O1039349,351,West,77
O1039350,189,East,174
O1039351,337,South,62
O1039352,957,East,63
O1039353,182,East,17
O1039354,403,East,64
O1039355,583,East,14
O1039356,228,South,11
O1039357,444,South,73
O1039358,256,East,69
O1039359,219,West,14
O1039360,551,South,46
O1039361,1004,South,25
O1039362,332,West,60
O1039363,539,North,121
O1039364,514,West,23
O1039365,440,South,47
O1039366,286,South,111
O1039367,243,South,271
O1039368,271,South,18
O1039369,369,South,9
O1039370,327,East,30
O1039371,227,West,16
O1039372,364,West,13
O1039373,294,North,48
O1039374,533,South,10
O1039375,332,South,22
O1039376,615,West,18
O1039377,453,South,54
O1039378,315,South,20
O1039379,372,East,161
O1039380,377,East,216
O1039381,438,North,109
O1039382,483,North,9
O1039383,322,South,4
O1039384,358,West,59
O1039385,427,North,63
O1039386,92,East,32
O1039387,532,South,8
O1039388,250,North,19
O1039389,349,South,40
O1039390,288,East,48
O1039391,587,West,6
O1039392,673,North,32
O1039393,381,South,6
O1039394,384,West,2
O1039395,396,East,26
O1039396,400,West,96
O1039397,665,South,118
O1039398,1817,East,67
O1039399,370,East,12
O1039400,536,East,62
O1039401,264,South,63
O1039402,277,East,117
O1039403,242,East,252
O1039404,788,North,55
O1039405,574,South,53
O1039406,333,West,34
O1039407,449,North,2
O1039408,591,East,31
O1039409,734,North,60
O1039410,495,West,64
O1039411,422,South,4
O1039412,780,South,7
O1039413,232,East,52
O1039414,154,East,2
O1039415,756,North,56
O1039416,322,West,121
O1039417,787,West,21
O1039418,1053,North,24
O1039419,1019,South,104
O1039420,89,South,146
O1039421,602,East,26
O1039422,313,South,21
O1039423,291,East,39
O1039424,486,East,4
O1039425,295,South,29
O1039426,587,East,88
O1039427,781,North,38
O1039428,365,North,168
O1039429,483,South,110
O1039430,321,South,13
O1039431,510,South,96
O1039432,819,North,7
O1039433,495,East,39
O1039434,380,North,27
O1039435,777,West,109
O1039436,329,East,66
O1039437,333,West,64
O1039438,289,South,59
O1039439,184,West,91
O1039440,262,West,3
O1039441,415,South,90
O1039442,452,West,165
O1039443,249,East,101
O1039444,313,North,92
O1039445,157,South,89
O1039446,1204,East,9
O1039447,840,North,59
O1039448,282,South,52
O1039449,432,South,28
O1039450,260,South,8
O1039451,673,North,46
O1039452,556,South,235
O1039453,209,North,58
O1039454,248,West,20
O1039455,390,West,20
O1039456,806,South,9
O1039457,334,North,104
O1039458,776,West,2
O1039459,471,South,31
O1039460,266,East,32
O1039461,327,North,16
O1039462,553,East,58
O1039463,614,South,21
O1039464,643,South,319
O1039465,449,North,158
O1039466,504,West,26
O1039467,1247,East,20
O1039468,1344,South,53
O1039469,413,South,13
O1039470,167,North,73
O1039471,430,South,70
O1039472,428,North,76
O1039473,215,West,4
O1039474,429,North,2
O1039475,239,South,97
O1039476,487,East,8
O1039477,543,East,82
O1039478,525,East,12
O1039479,662,East,20
O1039480,510,South,151
O1039481,598,North,33
O1039482,770,South,51
O1039483,323,North,7
O1039484,375,East,21
O1039485,338,North,25
O1039486,278,North,8
O1039487,348,South,33
O1039488,612,West,32
O1039489,580,East,150
O1039490,173,West,137
O1039491,951,West,6
O1039492,616,South,14
O1039493,452,North,15
O1039494,202,South,173
O1039495,223,West,23
O1039496,855,North,40
O1039497,667,South,38
O1039498,709,North,6
O1039499,378,North,35
O1039500,775,East,27
O1039501,203,West,46
O1039502,218,North,226
O1039503,668,East,65
O1039504,255,East,155
O1039505,395,North,4
O1039506,166,North,8
O1039507,97,West,33
O1039508,242,North,9
O1039509,334,South,22
O1039510,254,South,45
O1039511,550,North,80
O1039512,669,North,153
O1039513,547,West,34
O1039514,226,South,47
O1039515,524,North,79
O1039516,218,West,93
O1039517,1024,West,39
O1039518,413,North,34
O1039519,263,North,2
O1039520,414,South,127
O1039521,439,North,2
O1039522,575,South,88
O1039523,157,South,34
O1039524,285,North,117
O1039525,513,West,242
O1039526,595,South,90
O1039527,2070,East,8
O1039528,804,North,52
O1039529,286,South,57
O1039530,980,South,120
O1039531,539,West,82
O1039532,799,North,16
O1039533,509,North,50
O1039534,828,North,107
O1039535,693,North,36
O1039536,532,South,67
O1039537,324,South,44
O1039538,324,North,147
O1039539,251,North,44
O1039540,389,North,16
O1039541,702,North,11
O1039542,539,East,106
O1039543,274,North,25
O1039544,655,East,15
O1039545,224,West,16
O1039546,476,South,110
O1039547,810,East,3
O1039548,224,East,2
O1039549,439,North,34
O1039550,284,North,4
O1039551,911,North,41
O1039552,1242,North,15
O1039553,533,East,36
O1039554,626,South,2
O1039555,799,South,36
O1039556,591,West,20
O1039557,267,West,185
O1039558,323,South,72
O1039559,322,West,2
O1039560,170,West,51
O1039561,658,South,91
O1039562,216,North,33
O1039563,611,East,233
O1039564,280,North,84
O1039565,361,North,13
O1039566,533,South,55
O1039567,866,South,5
O1039568,623,South,4
O1039569,380,North,87
O1039570,397,West,43
O1039571,224,South,30
O1039572,555,East,115
O1039573,387,South,3
O1039574,253,South,2
O1039575,595,West,19
O1039576,820,West,14
O1039577,369,East,37
O1039578,305,South,2
O1039579,302,West,154
O1039580,493,East,109
O1039581,222,East,11
O1039582,419,South,58
O1039583,329,East,23
O1039584,519,North,102
O1039585,540,East,125
O1039586,230,North,55
O1039587,563,South,135
O1039588,507,South,21
O1039589,367,South,26
O1039590,325,North,4
O1039591,326,North,28
O1039592,370,West,107
O1039593,253,North,17
O1039594,287,East,83
O1039595,447,West,60
O1039596,303,West,9
O1039597,626,South,38
O1039598,378,South,10
O1039599,318,South,13
O1039600,476,North,18
O1039601,329,East,104
O1039602,273,East,96
O1039603,341,South,116
O1039604,145,West,16
O1039605,151,North,72
O1039606,255,South,69
O1039607,222,South,16
O1039608,558,North,5
O1039609,757,South,21
O1039610,475,North,32
O1039611,156,South,118
O1039612,199,North,160
O1039613,481,North,25
O1039614,370,South,154
O1039615,159,East,171
O1039616,263,South,79
O1039617,236,South,71
O1039618,836,South,36
O1039619,574,East,127
O1039620,349,West,92
O1039621,452,West,141
O1039622,434,West,44
O1039623,420,East,7
O1039624,1006,North,11
O1039625,816,North,23
O1039626,865,South,13
O1039627,476,East,123
O1039628,341,North,43
O1039629,217,South,5
O1039630,245,South,49
O1039631,670,North,29
O1039632,213,East,79
O1039633,369,South,3
O1039634,202,North,70
O1039635,384,North,8
O1039636,237,East,41
O1039637,562,North,117
O1039638,357,North,85
O1039639,269,South,23
O1039640,250,East,155
O1039641,431,North,48
O1039642,414,North,103
O1039643,306,East,51
O1039644,344,South,119
O1039645,315,West,90
O1039646,136,North,115
O1039647,396,West,89
O1039648,185,North,25
O1039649,259,South,158
O1039650,474,East,68
O1039651,358,East,4
O1039652,866,East,132
O1039653,271,West,7
O1039654,328,South,32
O1039655,438,East,42
O1039656,396,North,33
O1039657,681,South,83
O1039658,556,North,3
O1039659,808,South,77
O1039660,180,West,81
O1039661,598,South,2
O1039662,247,East,9
O1039663,504,North,28
O1039664,357,South,48
O1039665,286,North,10
O1039666,726,North,126
O1039667,174,West,134
O1039668,999,West,4
O1039669,553,East,14
O1039670,439,North,49
O1039671,375,East,33
O1039672,335,North,130
O1039673,510,East,46
O1039674,201,West,76
O1039675,87,East,50
O1039676,421,East,113
O1039677,278,North,169
O1039678,255,North,3
O1039679,183,South,121
O1039680,737,East,61
O1039681,1003,South,199
O1039682,393,East,87
O1039683,373,North,335
O1039684,498,East,43
O1039685,484,West,76
O1039686,311,South,54
O1039687,740,North,19
O1039688,711,East,22
O1039689,585,West,24
O1039690,981,South,171
O1039691,594,South,59
O1039692,291,South,153
O1039693,420,North,94
O1039694,645,South,20
O1039695,238,South,14
O1039696,352,South,66
O1039697,183,North,123
O1039698,1103,South,32
O1039699,495,South,9
O1039700,544,South,91
O1039701,190,West,2
O1039702,703,West,17
O1039703,471,East,55
O1039704,164,North,55
O1039705,507,West,6
O1039706,247,East,226
O1039707,415,South,80
O1039708,588,West,77
O1039709,445,North,30
O1039710,160,East,32
O1039711,460,North,17
O1039712,618,South,178
O1039713,365,North,42
O1039714,522,South,3
O1039715,527,South,9
O1039716,147,South,8
O1039717,754,North,48
O1039718,305,North,31
O1039719,281,East,36
O1039720,285,North,72
O1039721,746,East,110
O1039722,843,North,129
O1039723,511,East,97
O1039724,317,East,66
O1039725,1728,East,90
O1039726,400,West,98
O1039727,291,West,67
O1039728,673,North,66
O1039729,380,South,181
O1039730,1147,North,25
O1039731,264,North,34
O1039732,369,South,76
O1039733,868,North,14
O1039734,515,South,59
O1039735,348,East,302
O1039736,254,West,188
O1039737,229,South,19
O1039738,211,South,18
O1039739,656,North,7
O1039740,598,West,23
O1039741,523,West,51
O1039742,232,South,317
O1039743,349,South,26
O1039744,475,North,234
O1039745,758,East,109
O1039746,483,South,88
O1039747,431,South,84
O1039748,254,South,16
O1039749,633,West,5
O1039750,351,East,158
O1039751,199,West,29
O1039752,259,South,25
O1039753,568,South,7
O1039754,577,North,29
O1039755,106,South,101
O1039756,385,West,53
O1039757,211,East,215
O1039758,492,East,142
O1039759,541,North,24
O1039760,236,West,114
O1039761,405,East,96
O1039762,613,West,8
O1039763,673,North,3
O1039764,264,South,38
O1039765,692,West,44
O1039766,459,South,178
O1039767,315,South,67
O1039768,386,South,28
O1039769,602,East,31
O1039770,597,South,43
O1039771,635,North,41
O1039772,288,South,171
O1039773,451,North,15
O1039774,358,West,36
O1039775,449,West,35
O1039776,313,West,101
O1039777,892,East,37
O1039778,400,West,32
O1039779,376,West,156
O1039780,504,North,86
O1039781,702,North,84
O1039782,413,West,11
O1039783,345,South,39
O1039784,630,East,10
O1039785,964,North,7
O1039786,821,North,50
O1039787,247,South,74
O1039788,594,North,67
O1039789,390,West,204
O1039790,763,West,65
O1039791,1009,East,69
O1039792,123,North,114
O1039793,406,North,146
O1039794,321,East,38
O1039795,283,West,38
O1039796,254,West,81
O1039797,323,East,99
O1039798,349,North,31
O1039799,339,South,14
O1039800,147,South,24
O1039801,430,North,132
O1039802,684,West,36
O1039803,305,East,44
O1039804,178,North,82
O1039805,423,East,2
O1039806,686,West,108
O1039807,436,West,107
O1039808,280,West,116
O1039809,239,East,89
O1039810,574,East,5
O1039811,359,North,96
O1039812,311,North,76
O1039813,298,South,106
O1039814,450,South,7
O1039815,428,East,48
O1039816,415,North,57
O1039817,249,West,24
O1039818,242,South,186
O1039819,291,South,154
O1039820,466,South,6
O1039821,531,East,35
O1039822,840,North,37
O1039823,266,South,8
O1039824,580,East,223
O1039825,171,North,62
O1039826,481,East,36
O1039827,189,East,7
O1039828,219,West,55
O1039829,588,West,7
O1039830,435,North,66
O1039831,344,East,48
O1039832,201,North,44
O1039833,485,East,12
O1039834,421,South,8
O1039835,579,North,117
O1039836,169,North,260
O1039837,550,South,146
O1039838,308,North,33
O1039839,467,South,33
O1039840,391,South,8
O1039841,264,East,27
O1039842,328,North,6
O1039843,260,North,221
O1039844,310,East,12
O1039845,256,West,29
O1039846,493,South,70
O1039847,262,South,32
O1039848,533,West,98
O1039849,2065,North,2
O1039850,355,South,135
O1039851,183,North,15
O1039852,1155,North,8
O1039853,480,South,48
O1039854,378,East,74
O1039855,335,West,61
O1039856,239,East,19
O1039857,341,North,90
O1039858,273,North,7
O1039859,274,North,77
O1039860,541,North,300
O1039861,656,North,25
O1039862,360,East,26
O1039863,519,North,5
O1039864,1150,East,68
O1039865,265,South,64
O1039866,178,South,2
O1039867,612,North,58
O1039868,280,West,36
O1039869,310,South,56
O1039870,429,South,64
O1039871,750,East,69
O1039872,431,East,104
O1039873,140,North,12
O1039874,483,North,9
O1039875,453,West,58
O1039876,262,East,214
O1039877,172,East,48
O1039878,333,West,11
O1039879,128,North,46
O1039880,165,North,7
O1039881,205,West,176
O1039882,216,West,10
O1039883,626,North,3
O1039884,374,South,33
O1039885,480,South,26
O1039886,448,East,5
O1039887,187,South,87
O1039888,304,North,90
O1039889,360,South,19
O1039890,377,South,47
O1039891,513,South,31
O1039892,641,North,81
O1039893,485,South,44
O1039894,973,North,126
O1039895,502,North,143
O1039896,309,East,4
O1039897,767,South,21
O1039898,219,East,4
O1039899,527,South,3
O1039900,374,North,81
O1039901,263,South,25
O1039902,448,South,27
O1039903,350,East,234
O1039904,160,South,90
O1039905,442,East,35
O1039906,241,South,5
O1039907,429,East,68
O1039908,379,North,32
O1039909,500,West,60
O1039910,130,North,28
O1039911,246,East,129
O1039912,426,South,34
O1039913,1705,West,142
O1039914,432,South,30
O1039915,324,West,72
O1039916,624,East,7
O1039917,301,East,52
O1039918,501,West,23
O1039919,414,South,70
O1039920,690,South,97
O1039921,562,East,135
O1039922,317,North,88
O1039923,190,South,15
O1039924,236,West,41
O1039925,468,South,16
O1039926,393,South,2
O1039927,409,South,138
O1039928,458,East,140
O1039929,268,North,75
O1039930,383,West,63
O1039931,401,East,33
O1039932,197,West,67
O1039933,297,West,72
O1039934,491,South,145
O1039935,572,West,166
O1039936,269,North,41
O1039937,518,South,29
O1039938,297,East,64
O1039939,260,North,98
O1039940,1048,South,105
O1039941,328,East,5
O1039942,193,East,117
O1039943,324,East,2
O1039944,353,North,52
O1039945,637,South,94
O1039946,337,East,3
O1039947,487,South,39
O1039948,686,North,2
O1039949,301,West,38
O1039950,467,North,2
O1039951,391,South,126
O1039952,452,North,6
O1039953,424,West,77
O1039954,434,South,28
O1039955,350,South,21
O1039956,409,East,9
O1039957,352,South,20
O1039958,1294,North,34
O1039959,546,North,87
O1039960,404,North,48
O1039961,341,North,25
O1039962,658,West,46
O1039963,268,North,25
O1039964,212,South,19
O1039965,205,East,65
O1039966,772,East,132
O1039967,752,South,28
O1039968,437,South,57
O1039969,305,North,89
O1039970,307,North,16
O1039971,1120,North,69
O1039972,386,North,41
O1039973,479,North,21
O1039974,324,North,43
O1039975,422,South,27
O1039976,487,North,6
O1039977,995,North,20
O1039978,386,West,15
O1039979,522,East,93
O1039980,337,North,50
O1039981,443,North,13
O1039982,479,West,51
O1039983,364,South,70
O1039984,454,North,60
O1039985,283,South,107
O1039986,519,East,85
O1039987,415,West,84
O1039988,306,East,5
O1039989,380,North,56
O1039990,776,West,62
O1039991,383,North,96
O1039992,500,South,188
O1039993,499,South,21
O1039994,539,South,27
O1039995,232,North,140
O1039996,240,East,55
O1039997,278,East,72
O1039998,546,South,21
O1039999,460,North,115
O1040000,448,East,9
O1040001,380,West,72
O1040002,208,South,47
O1040003,299,North,50
O1040004,448,West,2
